Intensity,Wavelength(Ams),Spectrum,Reference
30,1762.899,Al I,KM91b
500,1763.869,Al II,KM91b
700   P,1763.952,Al II,KM91b
14,1764.5948,Pt I,SRSA92
50,1765.636,Al I,KM91b
300,1765.815,Al II,KM91b
25,1766.0328,Pt II,SRSA92
50,1766.385,Al I,KM91b
120,1767.1612,Pt II,SRSA92
150,1767.457,Cr II,SKRR03
400,1767.731,Al II,KM91b
50,1769.140,Al I,KM91b
300,1770.9223,Si I,RAKL67
80,1774.176,Ge I,KE74
1000   P,1774.951,P  I,S80
200,1775.0160,Pt II,SRSA92
40,1776.5571,Pt I,SRSA92
50,1776.57,Na II,W71
800   P,1777.05,Bi II,WBBF01
600   P,1777.0866,Pt II,SRSA92
20,1777.2783,Pt I,SRSA92
250,1781.8617,Pt II,SRSA92
150   P,1782.76,I  I,KC59
800   P,1782.838,P  I,S80
600,1783.200,Au II,RW97
80,1785.046,Ge I,KE74
30,1785.8803,Pt II,SRSA92
P,1786.07,Rn I,R30
25,1786.6480,Pt I,SRSA92
40,1787.19,Na II,W71
600,1787.406,Bi II,WBBF01
700   P,1787.656,P  I,S80
700   P,1791.842,Bi II,WBBF01
"300   P,r",1792.827,Tl II,JKBL96
300,1795.28,Se I,RG34
400,1796.669,Pb II,KT96
40,1798.41,Na II,W71
70,1799.09,I  I,KC59
20,1802.9398,Pt I,SRSA92
50,1807.09,Na II,W71
1000   P,1807.311,S  I,KM93
30,1808.01288,Si II,GK00
300,1811.201,Sn II,B64
20,1812.8819,Pt I,SRSA92
800   P,1813.878,Ga II,IL85
250,1814.0794,Si I,RAKL67
"400   P,r",1814.776,Tl II,JKBL96
700,1814.964,Sb II,AJK89
40,1816.9290,Si II,KE74
300,1817.843,B  I,BTG74
15,1817.8736,Pt I,SRSA92
500,1818.348,B  I,BTG74
900   P,1820.343,S  I,KM93
1000   P,1822.052,Pb II,KT96
500   P,1822.155,Te I,MV75
700   P,1823.728,Bi II,WBBF01
8,1825.3262,Pt I,SRSA92
800   P,1825.894,B  I,EL01
13,1826.1377,Pt I,SRSA92
800   P,1826.245,S  I,KM93
1000   P,1826.400,B  I,EL01
5,1827.934,Mg I,KM91a
600,1828.588,Al II,KM91b
1000   P,1830.38,I  I,KC59
25,1833.3875,Pt II,SRSA92
40,1835.0745,Pt II,SRSA92
40,1835.22,Na II,W71
80,1836.5075,Pt II,SRSA92
200,1836.5102,Si I,RAKL67
30,1838.8246,Pt II,SRSA92
80,1839.5258,Pt II,SRSA92
250,1840.061,Ca II,ER56
1,1840.50,Cs II,S81
80   h,1841.328,Ge I,KE74
400,1841.4490,Si I,RAKL67
80   h,1842.410,Ge I,KE74
500   P,1842.820,B  II,LZJK98
200,1843.7700,Si I,RAKL67
200   P,1844.45,I  I,KC59
900   P,1845.199,Ga II,IL85
200,1845.5203,Si I,RAKL67
25,1845.7517,Pt I,SRSA92
200,1846.1118,Si I,RAKL67
300,1847.4737,Si I,RAKL67
200,1848.1504,Si I,RAKL67
250,1848.7480,Si I,RAKL67
1000   P,1849.499,Hg I,WA63
13,1849.6831,Pt I,SRSA92
400   P,1850.6719,Si I,RAKL67
250,1852.4717,Si I,RAKL67
80,1853.134,Ge I,KE74
40,1853.17,Na II,W71
9,1853.4523,Pt I,SRSA92
40,1853.4523,Pt II,SRSA92
300,1855.20,Se I,RG34
500   P,1857.296,Te I,MV75
700   P,1858.026,Al II,KM91b
600,1858.886,P  I,S80
1,1859.16,Cs II,S81
400,1859.393,P  I,S80
200   r,1860.086,Ge I,KE74
140,1860.330,Sn I,B64
1000   P,1862.311,Al II,KM91b
80,1867.1302,Pt II,SRSA92
90,1870.4100,Pt II,SRSA92
30,1871.1038,Pt II,SRSA92
"400   P,r",1871.154,Sb I,SM02
120   r,1874.256,Ge I,KE74
200,1874.8423,Si I,RAKL67
600   P,1875.564,Ru II,CHR88a
70,1879.1031,Pt II,SRSA92
9,1879.829,Au I,BG78
700,1881.121,Tl II,JKBL96
90,1881.91,Na II,W71
200,1882.568,Sb I,SM02
600   P,1883.0587,Pt II,SRSA92
1,1883.93,Cs II,S81
30,1885.8171,Pt II,SRSA92
600   P,1888.043,Ru II,JJLL94
100,1888.1064,Ne II,P71
140,1889.5226,Pt II,SRSA92
100,1889.7120,Ne II,P71
"700   P,r",1890.43,As I,HA85
30,1895.0088,Pt II,SRSA92
30,1897.5769,Pt II,SRSA92
40,1898.1722,Pt II,SRSA92
400,1898.55,Se I,RG34
30,1899.0445,Pt II,SRSA92
300   P,1899.881,Sn II,B64
200,1900.286,S  I,KM93
400   P,1901.3377,Si I,RAKL67
1000   P,1902.341,Bi II,WBBF01
15,1903.2186,Pt I,SRSA92
600   P,1903.221,Ru II,JJLL94
200   r,1904.702,Ge I,KE74
200,1907.4940,Ne II,P71
"800   P,r",1908.617,Tl II,JKBL96
400   P,1911.7092,Pt II,SRSA92
400,1913.79,Se I,RG34
100,1914.698,S  I,KM93
8,1915.10,Mn II,IV64
500   P,1916.0818,Ne II,P71
250   P,1916.816,Ru II,JJLL94
120   r,1917.592,Ge I,KE74
300,1919.19,Se I,RG34
7,1921.250,Mn II,IV64
300,1922.23,Cd II,SP49
40,1928.4320,Pt II,SRSA92
250   P,1929.2449,Pt II,SRSA92
40,1929.6829,Pt II,SRSA92
200   r,1929.826,Ge I,KE74
300   P,1930.0345,Ne II,P71
1000   P,1930.906,C  I,KE74
50,1934.3690,Pt I,SRSA92
1,1935.19,Cs II,S81
6   P,1936.217,In II,B69
100,1937.4245,Pt I,SRSA92
"400   P,r",1937.59,As I,HA85
500   P,1938.008,Ge II,KE74
200,1938.8269,Ne II,P71
500   P,1938.891,Ge II,KE74
250   P,1939.043,Ru II,JJLL94
250   P,1939.505,Ru II,JJLL94
130   l,1939.8110,Pt II,SRSA92
20,1940.0319,Pt I,SRSA92
1000   P,1942.273,Hg II,SR01
150,1944.4617,Pt II,SRSA92
80,1944.731,Ge I,KE74
100   c,1945.4521,Ne II,P71
40,1949.9102,Pt II,SRSA92
300   r,1950.393,Sb I,SM02
1000   P,1951.051,W  II,EKM00
300   P,1954.706,Bi I,WBBF01
30,1954.7436,Pt II,SRSA92
80,1955.115,Ge I,KE74
250   P,1960.049,Bi I,WBBF01
600   P,1960.894,Se I,LP77
200,1962.013,Ge I,KE74
900   P,1962.140,W  II,EKM00
11,1963.1429,Pt I,SRSA92
50   c,1964.59,Be I,KM97
6   P,1966.711,In II,B69
13,1969.6807,Pt I,SRSA92
140,1970.769,Co I,PT96
80,1970.880,Ge I,KE74
30,1971.5374,Pt I,SRSA92
"200   P,r",1972.62,As I,HA85
"800   P,c",1973.1340,Re II,WJLG97
15,1973.794,Hg II,SR01
11   P,1977.359,In II,B69
600,1977.524,W  II,EKM00
400   P,1977.5978,Si I,RAKL67
50,1978.8444,Pt II,SRSA92
400   P,1979.2056,Si I,RAKL67
25,1979.7647,Pt I,SRSA92
300   P,1979.956,Cu II,R69
300   P,1980.6185,Si I,RAKL67
600,1982.907,W  II,EKM00
300   P,1983.2330,Si I,RAKL67
40,1983.7486,Pt II,SRSA92
500   P,1986.3640,Si I,RAKL67
9,1987.7868,Pt I,SRSA92
10,1987.841,Hg II,SR01
120   h,1987.849,Ge I,KE74
120   P,1988.267,Ge I,KE74
1000   P,1988.9937,Si I,RAKL67
15,1989.1056,Pt I,SRSA92
900   P,1989.394,W  II,EKM00
700,1990.531,Al II,KM91b
80,1990.5751,Pt II,SRSA92
500,1990.863,W  II,EKM00
8,1991.5830,Pt I,SRSA92
300,1994.3173,Ag II,KLLT02
500   P,1994.839,Te I,MV75
150   P,1995.111,Se I,LP77
200,1995.43,Cd II,SP49
11,1995.8991,Pt I,SRSA92
400   P,1996.056,Mn I,CMG64
60   c,1998.01,Be I,KM97
200   r,1998.887,Ge I,KE74
500   P,1999.511,Mn I,CMG64
150   P,1999.698,Cu II,R69
150,2000.792        A,u II     R,W97
300,2001.45,Os I,MCS75
400   P,2001.712,W  II,EKM00
1000   P,2002.028,Te I,MV75
"200   P,r",2003.35,As I,HA85
500   P,2003.53,Re I,MCS75
400,2003.73,Os I,MCS75
700   P,2003.849,Mn I,CMG64
300,2004.81,Os I,MCS75
80,2007.009,Ne II,P71
5   r,2007.56,Tl I,C52
140,2007.7572,Pt II,SRSA92
800   P,2008.095,W  II,EKM00
300   P,2009.982,W  II,EKM00
600,2010.15,Os I,MCS75
250,2010.236,W  II,EKM00
600,2010.65,Ir I,MCS75
80,2011.29,Ge I,AM59
1000   P,2012.00,Au I,MCS75
700   P,2012.78,Hf II,MCS75
250,2014.238,W  II,EKM00
200,2014.9330,Pt II,SRSA92
500   P,2015.109,Mo II,SPNL01
300   P,2017.87,Re I,MCS75
1000   P,2018.14,Os I,MCS75
700   P,2019.068,Ge I,AM59
1000,2020.26,Os,MCS75
1000   P,2020.314,Mo II,SPNL01
9,2020.5434,Pt I,SRSA92
250   P,2021.149,Bi I,WBBF01
250   P,2021.38,Au I,MCS75
200   P,2022.016,Pb I,WA68
500,2022.35,Ir I,MCS75
500,2022.76,Os I,MCS75
1000   P,2025.4845,Zn II,GL00
80,2025.560,Ne II,P71
2   P,2025.824,Mg I,KM91a
500   P,2026.088,W  II,EKM00
20,2026.860,Hg II,SR01
1000   P,2028.18,Hf II,MCS75
500,2028.23,Os I,MCS75
1000   P,2029.3423,Nb II,RCL00
900   P,2029.995,W  II,EKM00
20,2030.6456,Pt I,SRSA92
30,2032.4256,Pt I,SRSA92
200,2032.432,P  I,S80
900   P,2033.0102,Nb II,RCL00
300,2033.477,P  I,S80
900   P,2033.57,Ir I,MCS75
600   P,2034.44,Os I,MCS75
150,2035.043,W  II,EKM00
7,2035.7985,Pt I,SRSA92
200   P,2035.854,Cu II,R69
250   P,2036.4666,Pt II,SRSA92
150   P,2037.127,Cu II,R69
500   P,2038.452,Mo II,SPNL01
30   r,2039.792,Sb I,SM02
600   P,2039.842,Se I,LP77
150,2041.5751,Pt II,SRSA92
"900   P,r",2041.712,Ge I,AM59
"600   P,r",2043.770,Ge I,AM59
250   P,2043.802,Cu II,R69
150,2044.587,Au II,RW97
900   P,2045.36,Os I,MCS75
400   P,2045.973,Mo II,SPNL01
500   P,2049.08,Re I,MCS75
30,2049.1689,Pt II,SRSA92
60,2049.3915,Pt I,SRSA92
"60   P,r",2049.577,Sb I,SM02
300,2049.636,W  II,EKM00
400,2052.22,Ir I,MCS75
400   P,2052.828,Hg II,SR01
200   P,2053.284,Pb I,WA68
150,2054.461,Ge I,AM59
100,2054.734,Sb II,AJK89
1000   P,2055.59,Cr II,K51
50,2056.012,Be I,KM97
100,2057.0265,Pt II,SRSA92
80   h,2057.238,Ge I,AM59
600   P,2058.1323,Si I,KRA66
300*,2058.69,Os I,MCS75
300*,2058.78,Os I,MCS75
300,2060.64,Ir I,MCS75
9,2060.7621,Pt I,SRSA92
20,2061.162,Ag I,PZ01
700   P,2061.54,Cr II,K51
25   P,2061.63,I  I,KC59
300   P,2061.634,Bi I,WBBF01
400,2061.69,Os I,MCS75
1000   P,2062.0011,Zn II,GL00
400   P,2062.779,Se I,LP77
15,2062.7943,Pt I,SRSA92
400   P,2064.2266,Zn II,GL00
300   r,2065.215,Ge I,AM59
500   P,2065.46,Cr II,K51
140,2065.573,W  II,EKM00
200,2066.364,B  I,"GV72,GM62"
200,2066.646,B  I,"GV72,GM62"
250,2067.186,B  I,"GV72,GM62"
1000   P,2067.21,Os II,MCS75
20,2067.5105,Pt I,SRSA92
"400   P,r",2068.344,Sb I,SM02
"1000   P,r",2068.656,Ge I,AM59
20,2068.92,Rb II,R75
400   h,2068.937,Bi II,WBBF01
9,2069.844,Ag I,PZ01
500   P,2070.67,Os II,MCS75
8,2070.9443,Pt I,SRSA92
8,2070.9443,Pt I,SRSA92
200,2071.208,W  II,EKM00
11,2071.50,Rb II,R75
20,2072.016,Si II,S61b
30,2072.701,Si II,S61b
80   P,2074.70,Re I,MCS75
600   P,2074.784,Se I,LP77
80,2075.4004,Pt II,SRSA92
140,2075.590,W  II,EKM00
110,2075.95,Rb II,R75
200,2076.43,Ru I,K59
250,2076.95,Os I,MCS75
250,2078.09,Os,MCS75
14   P,2078.608,In II,SM02
600   P,2079.118,W  II,EKM00
600   P,2079.120,W  II,EKM00
500   P,2079.97,Os I,MCS75
250   P,2081.172,Te I,MV75
120   P,2081.681,Mo II,SPNL01
400   P,2082.077,Au II,RW97
100,2082.54,Os I,MCS75
200,2083.22,Ir I,MCS75
250,2083.78,Ru I,K59
50,2084.5960,Pt I,SRSA92
150,2085.466,Ne II,P71
200   P,2085.59,Re I,MCS75
200,2085.74,Ir I,MCS75
150,2086.021,Ge I,AM59
200,2088.204,W  II,EKM00
1000   P,2088.82,Ir I,MCS75
400   P,2088.889,B  I,JLKK93
100,2089.03,Os I,MCS75
140,2089.156,W  II,EKM00
100,2089.21,Os I,MCS75
60   P,2089.52,Mo II,MCS75
500   P,2089.570,B  I,JLKK93
200,2090.22,Ru I,K59
11,2090.29,Rb II,R75
200,2090.48,W  I,MCS75
1000   P,2090.771,Ga II,IL85
200   P,2091.590,Sn I,B64
60,2092.159,Mn I,CMG64
60   P,2092.50,Mo II,MCS75
800,2092.63,Ir I,MCS75
100   P,2093.11,Mo II,MCS75
"800   P,r",2094.258,Ge I,AM59
700,2094.264,Al II,KM91b
400   P,2094.751,W  II,EKM00
200,2096.106,Ne II,P71
140,2096.18,Hf II,MCS75
120,2096.248,Ne II,P71
200   P,2097.12,Re I,MCS75
200,2097.4478,Pt II,SRSA92
200,2097.60,Os I,MCS75
20   r,2098.424,Sb I,SM02
150,2098.602,W  II,EKM00
1000   P,2099.9273,Zn II,GL00
200,2100.63,Os I,MCS75
140,2100.675,W  II,EKM00
70   P,2100.84,Mo II,MCS75
150,2101.54,W  I,MCS75
50,2101.5979,Pt II,SRSA92
10,2101.6839,Pt I,SRSA92
10,2101.6839,Pt I,SRSA92
200,2102.1661,Zn II,GL00
70,2103.3449,Pt I,SRSA92
30,2103.7804,Pt II,SRSA92
30,2103.7804,Pt II,SRSA92
40,2104.29,Mo II,MCS75
90,2105.824,Ge I,AM59
90,2106.187,W  II,EKM00
40,2108.02,Mo II,MCS75
50,2109.22,Re I,MCS75
600   P,2109.4384,Nb II,RCL00
60,2109.585,Mn I,CMG64
8,2109.6631,Pt I,SRSA92
200   P,2110.217,Bi I,WBBF01
80,2110.323,W  II,EKM00
500   P,2110.685,Au II,RW97
150,2112.68,Ir I,MCS75
"300   P,r",2113.8250,Ag II,KLLT02
60,2115.5823,Pt II,SRSA92
140   P,2116.67,Yb II,M67
70,2117.66,Os I,MCS75
150,2117.96,Os I,MCS75
130,2118.874,W  II,EKM00
250,2119.79,Os,MCS75
150,2121.576,W  II,EKM00
70,2123.84,Os I,MCS75
500,2125.2164,Nb II,RCL00
11,2125.25,Rb II,R75
300,2126.5498,Nb II,RCL00
150   P,2126.74,Yb II,M67
800   P,2126.81,Ir II,KM78
80,2127.4231,Pt II,SRSA92
250,2127.94,Ir I,MCS75
25,2128.5878,Pt I,SRSA92
90,2128.6340,Pt I,SRSA92
60,2130.7079,Pt II,SRSA92
500,2131.1832,Nb II,RCL00
120,2133.600,Bi I,WBBF01
7,2135.1631,Pt I,SRSA92
200   P,2135.465,P  I,S80
600   P,2135.981,Cu II,R69
400   P,2136.182,P  I,S80
200,2137.11,Os I,MCS75
1000   P,2138.5735,Zn I,GL00
600   P,2139.04,Re II,MCS75
"40   P,r",2139.698,Sb I,SM02
500,2140.13,Ta II,MCS75
250   P,2142.74,Re II,MCS75
700   P,2142.822,Te I,MV75
300,2143.83,Rb II,R75
130   u,2144.2123,Pt I,SRSA92
900   P,2144.2458,Pt II,SRSA92
"1000   P,r",2144.408,Cd II,SP49
"40   P,r",2144.841,Sb I,SM02
600   P,2146.87,Ta II,MCS75
120   P,2147.260,Te I,MV75
200,2148.22,Ir I,MCS75
400   P,2149.145,P  I,S80
80,2149.97,Os,MCS75
150,2150.54,Ir I,MCS75
300,2150.62,Ta II,MCS75
80   P,2150.844,Sn II,B64
600   P,2152.68,Ir II,KM78
30   P,2152.84,Sr II,MCS75
150   P,2152.940,P  I,S80
50,2153.558,W  II,EKM00
300   P,2154.080,P  I,S80
90,2154.59,Os I,MCS75
150,2155.81,Ir I,MCS75
70,2156.67,Re I,MCS75
50,2157.796,W  II,EKM00
40,2157.84,Os I,MCS75
500   P,2158.05,Ir I,MCS75
40,2158.53,Os I,MCS75
14,2159.864,Te I,MV75
80,2161.00,Os,MCS75
20,2161.60,Yb II,M67
800   P,2162.25,At I,M64a
120,2162.88,Ir I,MCS75
600   P,2164.188,Se I,LP77
250,2165.01,Ta II,MCS75
130   P,2165.09,Cu I,S48
20,2165.2108,Pt I,SRSA92
150   P,2165.553,Ni II,S70
30   P,2165.96,Sr II,MCS75
90,2166.316,W  II,EKM00
110,2166.90,Os I,MCS75
40,2167.75,Os I,MCS75
90   P,2167.94,Re I,MCS75
300,2169.096,Ni II,S70
1000   P,2169.42,Ir II,MCS75
"150   P,r",2170.005,Pb I,WA68
100,2170.855,Sb II,AJK89
70,2171.65,Os I,MCS75
300   P,2174.666,Ni II,S70
200,2174.6853,Pt I,SRSA92
50   c,2174.986,Be I,KM97
60,2175.103,Be I,KM97
250,2175.147,Ni II,S70
250,2175.24,Ir I,MCS75
"600   P,r",2175.818,Sb I,SM02
60,2176.21,Re I,MCS75
300,2178.03,Ta II,MCS75
30,2178.0808,Fe I,NJLT94
150,2178.17,Ir I,MCS75
150   P,2178.94,Cu I,S48
"100   P,r",2179.190,Sb I,SM02
500,2179.410,Cu II,R69
130,2180.473,Ni II,S70
11,2180.5042,Pt I,SRSA92
150   P,2181.72,Cu I,S48
500,2182.71,Ta II,MCS75
60,2182.90,W  I,MCS75
130,2184.605,Ni II,S70
30,2184.68,Os I,MCS75
400   P,2185.504,Ni II,S70
50   P,2185.71,Yb II,M67
600   P,2186.930,Bi II,DLW02
300,2187.43,Ir II,MCS75
500,2189.630,Cu II,R69
200,2190.00,K  II,D26
100,2190.3216,Pt II,SRSA92
200,2190.38,Ir II,MCS75
500   P,2192.090,Ni II,S70
600   P,2192.268,Cu II,R69
200,2193.20,Ta II,MCS75
200,2193.605,Co II,PRUJ98
500,2193.88,Ta II,MCS75
110   P,2194.39,Os II,MCS75
30,2194.528,W  II,EKM00
1000,2194.557,Cd II,SP49
"90   P,h",2195.54,Lu II,MCS75
600   P,2196.03,Ta II,MCS75
,2197.787,Ca II,ER56
"130   P,r",2198.714,Ge I,AM59
200   P,2199.346,Sn I,B64
150,2199.58,Cu I,S48
600   P,2199.67,Ta II,MCS75
100,2201.409,Ni II,S70
30,2202.2230,Pt I,SRSA92
40,2202.4664,Pt II,SRSA92
500   P,2203.534,Pb II,WRSH74
80   P,2204.483,W  II,EKM00
500   P,2204.96,Ir II,KM78
800   P,2205.548,Ni II,S70
700   P,2206.715,Ni II,S70
200,2207.14,Ta II,MCS75
400   P,2207.978,Si I,RA65
150,2208.09,Ir II,MCS75
"120   P,r",2208.430,Sb I,SM02
,2208.611,Ca II,ER56
11,2208.806,Mn I,CMG64
40,2209.5043,Pt II,SRSA92
300   P,2209.660,Sn I,B64
"600*  P,d",2210.03,Ta II,MCS75
600*  P,2210.19,Ta II,MCS75
500,2210.268,Cu II,R69
5   r,2210.71,Tl I,C52
60,2210.82,Hf II,MCS75
500   P,2210.894,Si I,RA65
300   P,2211.744,Si I,RA65
20,2213.855,Mn I,CMG64
400   h,2214.031,Bi II,DLW02
"1000   P,c",2214.2749,Re II,WJLG97
40,2214.58,Re I,MCS75
150,2214.58,Cu I,S48
15,2215.630,Te I,MV75
1000   P,2216.482,Ni II,S70
500   P,2216.669,Si I,RA65
110,2217.08,Rb II,R75
400   P,2218.057,Si I,RA65
500   P,2218.108,Cu II,R69
80,2220.37,Ir I,MCS75
130,2220.402,Ni II,S70
30,2221.837,Mn I,CMG64
13,2222.6134,Pt I,SRSA92
150,2222.957,Ni II,S70
40   P,2224.46,Yb II,M67
20,2224.711,Hg II,SR01
120,2225.0094,Pt II,SRSA92
200   P,2225.70,Cu I,S48
30,2226.42,Re I,MCS75
150,2227.78,Cu I,S48
120   P,2228.203,Bi I,WBBF01
200,2228.915,Au II,RW97
250   P,2230.08,Cu I,S48
600   P,2230.602,Bi I,WBBF01
400   P,2231.5907,Pd II,LLJ94
40,2232.9725,Pt II,SRSA92
40,2234.61,Os I,MCS75
12,2234.9262,Pt I,SRSA92
15,2235.44,Re I,MCS75
600   P,2239.48,Ta II,MCS75
600   P,2240.8965,Pt II,SRSA92
40,2241.2288,Pt II,SRSA92
600,2242.618,Cu II,R69
400   P,2242.69,Ir II,KM78
25,2243.045,Y  II,NJK91
300,2243.4485,Ag II,KLLT02
1000   P,2244.01,At I,M64a
250   P,2244.26,Cu I,S48
14,2244.9773,Pt I,SRSA92
400   P,2245.5244,Pt II,SRSA92
300   P,2246.057,Sn I,B64
"700   P,r",2246.4120,Ag II,KLLT02
300   P,2246.5216,Pt II,SRSA92
700   P,2247.002,Cu II,R69
40,2247.4822,Pt II,SRSA92
400,2248.562,Au II,RW97
"300   P,r",2248.7490,Ag II,KLLT02
30   P,2248.758,W  II,EKM00
15,2249.3075,Pt I,SRSA92
60,2249.3075,Pt II,SRSA92
200,2249.79,Ta II,MCS75
50,2249.80,W  I,MCS75
11,2249.8994,Pt I,SRSA92
500,2250.76,Ta II,MCS75
50,2251.5105,Pt II,SRSA92
30,2251.8084,Pt II,SRSA92
40,2252.15,Os I,MCS75
10,2252.786,Hg II,SR01
120,2253.38,Ir I,MCS75
40,2254.01,Hf II,MCS75
120,2255.10,Ir I,MCS75
5,2255.507,Te I,MV75
60,2255.53,Ru I,K59
8,2255.73,Re I,MCS75
80,2255.81,Ir I,MCS75
250   P,2255.85,Os II,MCS75
15,2256.19,Re I,MCS75
200,2256.745,Co II,PRUJ98
90,2256.76,La II,MCS75
200,2258.71,Ta II,MCS75
80,2258.86,Ir I,MCS75
20   P,2259.034,Te I,MV75
30,2259.5103,Fe I,NJLT94
60,2260.294,Hg II,SR01
400,2261.42,Ta II,MCS75
400   P,2262.223,Hg II,SR01
400,2262.30,Ta II,MCS75
120   r,2262.483,Sb I,SM02
600   P,2262.7185,Pt II,SRSA92
200,2263.08,Cu I,S48
700   P,2263.627,Au II,RW97
10,2263.634,Hg II,SR01
50,2263.8611,Pt II,SRSA92
40,2264.39,Re I,MCS75
150,2264.461,Ni II,S70
50,2264.60,Os I,MCS75
50,2264.61,Ir I,MCS75
1000   P,2265.018,Cd II,SP49
5,2265.536,Te I,MV75
80   P,2266.016,Sn II,B64
60,2266.33,Ir I,MCS75
15,2267.65,Cs II,S81
15,2268.8384,Pt I,SRSA92
60,2268.90,Ir I,MCS75
300   P,2268.930,Sn I,B64
40   P,2269.096,Al I,KM91b
20,2269.69,Mo II,MCS75
30,2270.17,Os I,MCS75
300   P,2270.214,Ni II,S70
40,2271.6194,Pt II,SRSA92
300,2271.85,Ta II,MCS75
70,2272.091,Ru I,K59
400,2272.59,Ta II,MCS75
8,2273.84,Cs II,S81
50,2274.3816,Pt I,SRSA92
40,2274.62,Re I,MCS75
12,2274.8409,Pt I,SRSA92
"900   P,c",2275.2532,Re II,WJLG97
120,2275.462,Ca I,R68
70,2277.16,Hf II,MCS75
130,2277.282,Ni II,S70
60,2277.58,W  I,MCS75
130,2278.770,Ni II,S70
70,2279.582,Ru I,K59
80,2279.85,Ta I,MCS75
25,2279.967,Ti I,F91
300   P,2279.9812,Ag II,KLLT02
150   P,2281.02,Ir II,MCS75
70,2281.1942,Pt II,SRSA92
30,2281.62,Re I,MCS75
200   P,2282.26,Os II,MCS75
200,2283.522,Co II,PRUJ98
30,2283.67,Os I,MCS75
300,2285.25,Ta II,MCS75
1000   P,2286.159,Co II,PRUJ98
40,2286.4390,Pt II,SRSA92
250,2286.59,Ta II,MCS75
300,2286.681,Sn I,B64
60,2287.3643,Pt II,SRSA92
50,2287.51,Re I,MCS75
"800   P,r",2288.022,Cd I,BA56
"50   P,r",2288.12,As I,HA85
400   P,2288.2050,Pt II,SRSA92
400,2289.16,Ta II,MCS75
15,2289.2765,Pt I,SRSA92
200,2289.987,Ni I,LBT93
60,2291.71,Rb II,R75
200,2291.991,Co II,PRUJ98
60,2292.3987,Pt I,SRSA92
30,2292.5249,Fe I,NJLT94
300,2293.390,Co II,PRUJ98
250,2293.84,Cu I,S48
50,2294.49,Re I,MCS75
60   d,2294.49,W  I,MCS75
110,2295.6800,Nb II,RCL00
700   P,2296.5164,Pd II,LLJ94
50,2298.05,Ir I,MCS75
1000   P,2298.058,Tl II,JKBL96
60,2298.09,Re II,MCS75
60,2298.1689,Fe I,NJLT94
7,2299.77,Re I,MCS75
30,2300.1418,Fe I,NJLT94
50,2300.50,Ir I,MCS75
80,2300.781,Ni I,LBT93
300,2301.403,Co II,PRUJ98
30,2302.3068,Pt II,SRSA92
11,2302.99,Re I,MCS75
150,2302.996,Ni II,S70
150,2304.22,Ir I,MCS75
20   P,2304.247,Ba II,KL99
250,2304.684,Au II,RW97
25,2305.674,Ti I,F91
"6   P,c",2306.046,In II,"PC38,B69"
120   r,2306.507,Sb I,SM02
12,2306.54,Re I,MCS75
1,2306.86,In I,P38
800   P,2307.860,Co II,PRUJ98
25,2308.0437,Pt I,SRSA92
25,2308.31,Os I,MCS75
50,2308.93,Ir I,MCS75
120,2309.010,Co I,PT96
250   P,2310.961,Ni I,LBT93
500   P,2310.9626,Pt II,SRSA92
"1000   P,r",2311.463,Sb I,SM02
500   P,2311.604,Co II,PRUJ98
200,2312.344,Ni I,LBT93
1000   P,2312.766,Cd II,SP49
50,2313.17,W  I,MCS75
150,2313.656,Ni I,LBT93
25,2313.75,Os II,MCS75
150,2313.983,Ni I,LBT93
500   P,2314.056,Co II,PRUJ98
300,2314.975,Co II,PRUJ98
9,2315.5024,Pt I,SRSA92
150,2315.65,Na II,W71
7,2315.98,Tl I,MCS75
150   P,2316.039,Ni II,S70
200,2317.0342,Ag II,KLLT02
200,2317.070,Co II,PRUJ98
150,2317.165,Ni I,LBT93
400,2317.230,Sn I,B64
500   h,2317.30,Br II,R58
40,2317.784,Ru I,K59
40,2318.2969,Pt I,SRSA92
30,2319.8869,Pt II,SRSA92
300   P,2320.034,Ni I,LBT93
"400   P,r",2320.2451,Ag II,KLLT02
8,2320.81,Yb II,M67
200,2321.074,Cd II,SP49
250,2321.383,Ni I,LBT93
50,2321.63,W  I,MCS75
70,2322.47,Hf II,MCS75
15,2322.49,Re I,MCS75
40,2322.58,Rh I,MCS75
110,2323.145,Co I,PT96
40,2323.25,Hf II,MCS75
300,2324.321,Co II,PRUJ98
"300   P,r",2324.6670,Ag II,KLLT02
40,2324.89,Hf II,MCS75
150,2325.802,Ni I,LBT93
200,2326.100,Co II,PRUJ98
30,2326.3386,Pt II,SRSA92
500,2326.473,Co II,PRUJ98
60,2327.3958,Fe II,NLTH91
10,2329.836,Li II,HM59
110,2329.970,Ni I,LBT93
60,2331.3084,Fe II,NLTH91
"500   P,r",2331.3665,Ag II,KLLT02
300,2331.98,Ta II,MCS75
250,2332.19,Ta II,MCS75
14,2332.46,Cs II,S81
200,2332.7990,Fe II,NLTH91
30,2333.30,Ir I,MCS75
20,2333.39,Rb II,R75
40,2333.84,Ir I,MCS75
30,2334.50,Ir I,MCS75
800   P,2334.77,Rh II,S58
400,2334.812,Sn I,B64
30   P,2335.267,Ba II,KL99
90   P,2336.80,Os II,MCS75
60,2337.488,Ni I,LBT93
120,2338.0065,Fe II,NLTH91
30,2339.0741,Pt II,SRSA92
14,2340.1805,Pt I,SRSA92
90,2343.18,Ir I,MCS75
400   P,2343.4951,Fe II,NLTH91
